"long","lat","seal","date","local","lq"
134.6166667,-65.30666667,"b290","19-Apr-99","17:24:52","0"
133.0666667,-64.87833333,"b290","19-Apr-99","19:41:35","1"
132.7116667,-64.89833333,"b290","20-Apr-99","19:00:41","A"
133.5666667,-64.7,"b290","23-Apr-99","18:23:44","0"
134.03,-64.69333333,"b290","23-Apr-99","6:47:30","B"
128.2716667,-65.19666667,"b290","23-Apr-99","8:30:04","B"
133.8166667,-64.74666667,"b290","25-Apr-99","16:20:30","0"
133.91,-64.82666667,"b290","25-Apr-99","19:08:56","A"
133.4066667,-64.70666667,"b290","26-Apr-99","16:08:14","0"
135.865,-64.12833333,"b290","26-Apr-99","7:49:01","B"
134.655,-64.62833333,"b290","27-Apr-99","15:53:46","B"
131.4516667,-64.55833333,"b290","29-Apr-99","20:55:53","B"
132.97,-64.94333333,"b290","29-Apr-99","7:17:04","B"
133.2183333,-64.67166667,"b290","30-Apr-99","18:46:53","B"
134.0533333,-64.85333333,"b290","2-May-99","16:41:29","A"
134.5766667,-64.83666667,"b290","3-May-99","18:14:01","0"
134.8683333,-64.91166667,"b290","4-May-99","16:21:30","0"
134.8883333,-64.935,"b290","4-May-99","17:31:06","B"
134.6266667,-64.86666667,"b290","4-May-99","18:05:27","B"
134.5816667,-64.81666667,"b290","5-May-99","16:09:03","2"
134.525,-64.85166667,"b290","5-May-99","17:11:04","0"
134.5583333,-64.82333333,"b290","5-May-99","17:46:39","0"
134.5616667,-64.82166667,"b290","5-May-99","18:47:56","1"
134.4816667,-64.80666667,"b290","5-May-99","19:31:58","1"
134.4466667,-64.81666667,"b290","5-May-99","20:28:29","1"
134.4766667,-64.87833333,"b290","5-May-99","9:31:22","A"
134.5016667,-64.67833333,"b290","6-May-99","15:56:57","A"
135.3116667,-64.85333333,"b290","6-May-99","20:03:53","B"
134.7733333,-64.895,"b290","6-May-99","5:59:44","0"
134.2883333,-64.87166667,"b290","7-May-99","19:12:30","B"
133.92,-64.65333333,"b290","9-May-99","20:38:57","B"
134.4216667,-64.77,"b290","9-May-99","7:07:10","A"
134.1116667,-64.865,"b290","10-May-99","17:01:25","B"
134.2083333,-64.73666667,"b290","11-May-99","18:12:19","B"
133.755,-64.76333333,"b290","11-May-99","19:58:08","0"
133.5933333,-64.77833333,"b290","11-May-99","8:23:56","1"
133.0883333,-64.745,"b290","13-May-99","16:15:48","B"
134.335,-64.875,"b290","13-May-99","19:13:47","A"
134.84,-64.75833333,"b290","14-May-99","18:50:09","A"
134.47,-64.765,"b290","14-May-99","19:31:53","0"
135.0966667,-64.595,"b290","14-May-99","7:52:22","A"
134.5133333,-64.73666667,"b290","15-May-99","17:38:21","1"
134.6633333,-64.77833333,"b290","15-May-99","18:29:04","0"
134.58,-64.74666667,"b290","15-May-99","19:20:44","2"
134.575,-64.75166667,"b290","15-May-99","20:07:19","2"
134.6083333,-64.71666667,"b290","15-May-99","21:03:06","B"
134.2766667,-64.69333333,"b290","16-May-99","15:47:56","B"
134.6616667,-64.69333333,"b290","16-May-99","19:47:41","B"
132.1083333,-65.20166667,"b290","16-May-99","7:34:15","B"
134.5183333,-65.01833333,"b290","18-May-99","15:45:11","B"
134.8683333,-65.14166667,"b290","18-May-99","20:41:11","A"
136.4666667,-65.15166667,"b290","20-May-99","19:53:49","B"
134.8083333,-64.85833333,"b290","21-May-99","19:55:01","0"
134.6366667,-64.83666667,"b290","23-May-99","17:51:06","A"
134.7383333,-64.83833333,"b290","23-May-99","19:32:04","A"
135.0583333,-64.89833333,"b290","24-May-99","15:56:30","0"
134.8633333,-64.92666667,"b290","24-May-99","17:39:09","0"
135.085,-64.93333333,"b290","25-May-99","9:08:23","0"
134.2016667,-64.75166667,"b290","26-May-99","17:17:06","B"
133.4416667,-64.51833333,"b290","26-May-99","20:59:43","B"
135.0766667,-64.93666667,"b290","26-May-99","7:15:56","0"
135.4333333,-64.95666667,"b290","27-May-99","9:07:51","B"
136.3083333,-64.96166667,"b290","28-May-99","18:30:46","A"
134.9283333,-64.84333333,"b290","28-May-99","20:15:53","A"
135.0683333,-64.89166667,"b290","29-May-99","19:58:43","2"
134.6733333,-64.81333333,"b290","29-May-99","21:38:45","0"
134.3116667,-64.82,"b290","30-May-99","16:32:31","B"
136.8383333,-65.28166667,"b290","30-May-99","18:07:17","A"
134.5433333,-64.77333333,"b290","31-May-99","16:19:09","0"
134.745,-64.82166667,"b290","31-May-99","8:00:46","A"
135.4233333,-65.02166667,"b290","1-Jun-99","17:45:04","B"
134.1933333,-64.63,"b290","1-Jun-99","6:08:08","A"
134.0816667,-64.66833333,"b290","2-Jun-99","18:29:45","0"
134.1733333,-64.68833333,"b290","2-Jun-99","5:59:13","0"
134.0466667,-64.585,"b290","3-Jun-99","19:50:56","B"
134.3683333,-64.85666667,"b290","4-Jun-99","17:45:16","B"
134.455,-64.74166667,"b290","4-Jun-99","18:55:44","1"
134.4433333,-64.74666667,"b290","4-Jun-99","19:23:59","1"
134.2016667,-64.66833333,"b290","5-Jun-99","18:45:41","A"
138.3766667,-64.8,"b290","5-Jun-99","20:38:43","B"
134.18,-65.315,"b290","7-Jun-99","4:59:45","A"
134.2083333,-65.22,"b290","7-Jun-99","6:42:37","B"
134.4533333,-65.08833333,"b290","8-Jun-99","16:29:54","A"
134.0316667,-64.68166667,"b290","9-Jun-99","9:14:26","B"
134.4166667,-64.81666667,"b290","11-Jun-99","7:38:08","B"
133.5516667,-64.65666667,"b290","12-Jun-99","19:10:09","B"
134.4033333,-64.80666667,"b290","12-Jun-99","5:46:19","0"
133.8266667,-64.67166667,"b290","15-Jun-99","6:49:30","B"
136.26,-65.38333333,"b290","16-Jun-99","20:03:26","B"
135.8583333,-64.95166667,"b290","17-Jun-99","16:24:05","B"
135.9033333,-64.57166667,"b290","17-Jun-99","17:58:53","1"
135.7833333,-64.61666667,"b290","17-Jun-99","19:51:36","B"
135.8183333,-64.53,"b290","17-Jun-99","21:17:28","0"
136.7483333,-63.51833333,"b290","19-Jun-99","18:55:15","A"
137.9033333,-62.965,"b290","20-Jun-99","17:36:44","A"
138.19,-62.98666667,"b290","20-Jun-99","18:34:06","B"
137.2033333,-63.25333333,"b290","20-Jun-99","5:58:59","B"
139.7633333,-62.71666667,"b290","21-Jun-99","17:25:18","A"
139.4583333,-62.86333333,"b290","21-Jun-99","21:33:30","B"
141.5716667,-62.22666667,"b290","22-Jun-99","17:46:13","0"
141.6516667,-62.21166667,"b290","22-Jun-99","18:50:54","B"
142.0233333,-61.77666667,"b290","23-Jun-99","8:45:23","A"
144.2183333,-61.36166667,"b290","24-Jun-99","16:47:55","0"
147.3066667,-60.48333333,"b290","26-Jun-99","4:52:28","0"
147.74,-60.11833333,"b290","27-Jun-99","9:39:34","B"
149.56,-59.35666667,"b290","28-Jun-99","16:05:27","B"
149.685,-59.65833333,"b290","28-Jun-99","18:57:24","B"
149.0016667,-59.575,"b290","28-Jun-99","7:46:50","B"
151.7966667,-58.28166667,"b290","30-Jun-99","15:42:20","0"
153.1116667,-57.96833333,"b290","1-Jul-99","16:08:33","B"
153.21,-57.86333333,"b290","1-Jul-99","17:12:53","0"
152.5383333,-57.725,"b290","1-Jul-99","5:39:20","B"
154.89,-57.345,"b290","2-Jul-99","16:53:08","0"
153.9966667,-57.38166667,"b290","2-Jul-99","9:13:48","A"
155.7916667,-56.86333333,"b290","3-Jul-99","8:52:25","B"
158.4566667,-54.30166667,"c026","1-Jan-99","14:02:10","B"
158.59,-54.50166667,"c026","1-Jan-99","15:46:12","A"
159.1783333,-54.46666667,"c026","1-Jan-99","12:27:28","B"
158.4433333,-54.85833333,"c026","2-Jan-99","4:04:04","A"
159.8583333,-57.91833333,"c026","4-Jan-99","13:35:57","B"
159.06,-57.38333333,"c026","4-Jan-99","3:36:08","B"
159.7716667,-57.35333333,"c026","4-Jan-99","11:39:18","B"
160.4,-59.08333333,"c026","5-Jan-99","13:25:15","B"
160.2383333,-58.57666667,"c026","5-Jan-99","14:37:08","B"
160.2966667,-58.65333333,"c026","5-Jan-99","16:16:28","B"
160.4066667,-59.81333333,"c026","6-Jan-99","14:17:21","B"
159.89,-59.50166667,"c026","6-Jan-99","14:50:37","B"
159.4766667,-59.65666667,"c026","6-Jan-99","11:02:16","B"
161.3066667,-60.25166667,"c026","7-Jan-99","3:05:10","B"
161.1383333,-61.34666667,"c026","7-Jan-99","4:44:31","B"
162.3216667,-61.36,"c026","8-Jan-99","11:49:29","B"
163.5483333,-62.71166667,"c026","9-Jan-99","14:49:36","B"
160.1916667,-63.34166667,"c026","9-Jan-99","16:04:17","B"
161.9083333,-62.285,"c026","9-Jan-99","2:35:54","A"
162.4033333,-62.79333333,"c026","9-Jan-99","11:35:15","B"
163.6616667,-63.27666667,"c026","10-Jan-99","4:08:08","B"
166.0266667,-64.83,"c026","11-Jan-99","15:48:23","B"
166.25,-64.51333333,"c026","11-Jan-99","12:18:43","B"
167.2566667,-65.33666667,"c026","12-Jan-99","15:22:10","B"
167.195,-66.165,"c026","13-Jan-99","13:33:19","B"
167.6033333,-66.315,"c026","13-Jan-99","15:15:10","B"
168.8716667,-66.44333333,"c026","13-Jan-99","16:51:30","B"
167.305,-65.83833333,"c026","13-Jan-99","3:38:14","A"
168.1266667,-67.46666667,"c026","14-Jan-99","14:38:16","A"
168.2183333,-66.92666667,"c026","14-Jan-99","3:21:33","B"
167.9366667,-67.27666667,"c026","14-Jan-99","11:21:37","A"
169.4833333,-67.67166667,"c026","14-Jan-99","11:39:02","B"
168.59,-67.93333333,"c026","15-Jan-99","1:28:31","1"
168.5083333,-67.935,"c026","15-Jan-99","3:14:34","1"
170.76,-69.74333333,"c026","16-Jan-99","15:29:50","B"
170.905,-70.3,"c026","17-Jan-99","12:52:39","B"
177.6933333,-70.80666667,"c026","17-Jan-99","14:34:04","B"
170.3766667,-70.16833333,"c026","17-Jan-99","15:14:13","B"
169.9583333,-70.46833333,"c026","17-Jan-99","16:08:38","B"
171.9216667,-69.515,"c026","17-Jan-99","1:05:19","A"
170.2283333,-69.61833333,"c026","17-Jan-99","2:49:47","B"
175.295,-71.87833333,"c026","17-Jan-99","11:07:12","B"
163.6433333,-68.37833333,"c026","17-Jan-99","11:55:00","B"
171.8366667,-72.34833333,"c026","18-Jan-99","23:13:39","B"
175.0666667,-72.55,"c026","19-Jan-99","14:12:57","B"
172.9083333,-72.33833333,"c026","19-Jan-99","0:39:05","A"
176.3716667,-73.075,"c026","20-Jan-99","14:02:39","B"
172.45,-72.98333333,"c026","20-Jan-99","15:48:00","A"
172.4333333,-72.67666667,"c026","20-Jan-99","3:58:03","B"
170.5033333,-73.89333333,"c026","22-Jan-99","15:13:10","B"
172.8216667,-74.01166667,"c026","22-Jan-99","1:48:07","A"
173.3466667,-73.64833333,"c026","22-Jan-99","3:31:40","B"
171.9466667,-74.10833333,"c026","22-Jan-99","11:56:43","B"
170.9716667,-74.78333333,"c026","23-Jan-99","16:21:44","B"
174.0516667,-74.32333333,"c026","23-Jan-99","3:19:24","B"
174.1483333,-75.995,"c026","24-Jan-99","13:16:13","B"
171.8933333,-76.25833333,"c026","24-Jan-99","11:32:01","B"
170.9216667,-75.58,"c026","25-Jan-99","13:56:01","A"
170.75,-75.525,"c026","25-Jan-99","14:43:26","A"
174.47,-76.11833333,"c026","25-Jan-99","1:11:19","B"
170.4433333,-75.37833333,"c026","25-Jan-99","2:58:04","2"
169.5116667,-75.47166667,"c026","25-Jan-99","4:37:43","B"
169.4416667,-76.20833333,"c026","26-Jan-99","13:40:03","B"
171.3316667,-75.91666667,"c026","26-Jan-99","14:33:17","A"
170.8416667,-76.26833333,"c026","26-Jan-99","15:17:55","B"
172.1783333,-75.16666667,"c026","26-Jan-99","11:51:08","B"
171.3866667,-76.335,"c026","27-Jan-99","12:39:28","0"
171.375,-75.59833333,"c026","27-Jan-99","13:09:58","B"
171.1233333,-76.47833333,"c026","27-Jan-99","14:25:00","B"
171.7366667,-76.47833333,"c026","27-Jan-99","14:52:15","A"
172.6883333,-76.15833333,"c026","27-Jan-99","0:55:04","B"
171.7416667,-76.30833333,"c026","27-Jan-99","2:34:44","A"
170.1566667,-76.3,"c026","27-Jan-99","3:04:12","A"
169.315,-76.21666667,"c026","27-Jan-99","4:12:10","B"
171.6883333,-76.46166667,"c026","27-Jan-99","4:44:57","B"
170.8433333,-76.53666667,"c026","27-Jan-99","11:03:30","B"
171.4583333,-77.08166667,"c026","28-Jan-99","14:33:29","B"
170.8183333,-76.62166667,"c026","28-Jan-99","15:46:26","B"
170.5033333,-76.55,"c026","28-Jan-99","16:06:12","B"
171.6633333,-76.54833333,"c026","28-Jan-99","0:39:07","B"
171.8366667,-76.63666667,"c026","28-Jan-99","4:05:04","B"
171.735,-76.73333333,"c026","28-Jan-99","4:22:34","B"
170.9616667,-76.53833333,"c026","28-Jan-99","12:27:42","B"
169.5516667,-78.06333333,"c026","29-Jan-99","14:11:30","B"
175.2266667,-77.47833333,"c026","29-Jan-99","13:55:35","B"
172.0183333,-76.865,"c026","29-Jan-99","15:48:21","B"
169.8966667,-77.06333333,"c026","29-Jan-99","0:38:33","A"
171.2266667,-76.91666667,"c026","29-Jan-99","2:10:55","B"
171.4766667,-76.97833333,"c026","29-Jan-99","3:54:45","A"
173.0516667,-77.02833333,"c026","30-Jan-99","13:49:30","B"
171.5333333,-76.97333333,"c026","30-Jan-99","0:16:28","B"
171.6016667,-76.96666667,"c026","30-Jan-99","3:41:09","B"
175.3083333,-77.16333333,"c026","1-Feb-99","13:02:22","A"
172.6416667,-77.14833333,"c026","1-Feb-99","13:24:12","B"
174.0783333,-77.01166667,"c026","1-Feb-99","11:21:41","A"
173.37,-77.06666667,"c026","2-Feb-99","12:41:31","A"
173.6666667,-76.92333333,"c026","2-Feb-99","14:18:15","A"
173.4433333,-77.14333333,"c026","2-Feb-99","14:54:33","B"
173.8283333,-77.185,"c026","2-Feb-99","15:59:42","B"
173.49,-77.14833333,"c026","2-Feb-99","16:37:48","B"
173.8733333,-77.11166667,"c026","2-Feb-99","11:33:28","B"
173.4733333,-77.36666667,"c026","3-Feb-99","14:00:33","A"
173.2633333,-77.09,"c026","3-Feb-99","4:38:39","B"
173.5016667,-77.13333333,"c026","4-Feb-99","0:04:01","B"
173.8283333,-77.07833333,"c026","4-Feb-99","1:01:50","B"
172.25,-76.28666667,"c026","5-Feb-99","14:20:00","B"
172.0383333,-76.32333333,"c026","5-Feb-99","14:54:00","A"
172.8383333,-76.51333333,"c026","5-Feb-99","2:36:28","A"
172.6233333,-76.47333333,"c026","5-Feb-99","4:19:24","1"
172.2266667,-76.37666667,"c026","5-Feb-99","10:59:36","A"
166.0816667,-75.12,"c026","5-Feb-99","12:37:13","B"
170.9033333,-75.695,"c026","6-Feb-99","12:49:29","0"
170.6633333,-75.83666667,"c026","6-Feb-99","14:09:14","A"
170.9,-75.85333333,"c026","6-Feb-99","14:29:32","B"
169.965,-75.95833333,"c026","6-Feb-99","15:56:42","B"
170.9166667,-75.77166667,"c026","6-Feb-99","22:58:19","0"
170.0166667,-76.35333333,"c026","6-Feb-99","3:58:55","B"
170.8916667,-75.96166667,"c026","6-Feb-99","12:29:36","0"
171.0633333,-75.56666667,"c026","7-Feb-99","14:10:06","B"
171.1466667,-75.84333333,"c026","7-Feb-99","15:52:45","B"
171.0616667,-75.50833333,"c026","7-Feb-99","12:29:27","A"
171.475,-75.80166667,"c026","8-Feb-99","13:42:45","B"
168.0116667,-75.48833333,"c026","9-Feb-99","13:35:21","0"
167.7316667,-75.48833333,"c026","9-Feb-99","23:30:00","B"
169.7716667,-75.455,"c026","9-Feb-99","1:53:27","B"
167.0016667,-75.50166667,"c026","10-Feb-99","13:03:41","0"
167.4516667,-75.55,"c026","10-Feb-99","15:10:19","B"
167.5516667,-75.44333333,"c026","10-Feb-99","3:20:48","B"
165.3566667,-74.87166667,"c026","11-Feb-99","15:57:17","B"
166.1083333,-75.53333333,"c026","11-Feb-99","1:25:21","B"
164.5366667,-74.675,"c026","12-Feb-99","15:36:23","B"
164.8766667,-74.71666667,"c026","12-Feb-99","16:23:59","0"
163.94,-74.885,"c026","12-Feb-99","0:28:58","B"
163.24,-74.42666667,"c026","12-Feb-99","12:59:34","B"
163.7966667,-73.55333333,"c026","13-Feb-99","13:32:58","B"
164.955,-74.65333333,"c026","13-Feb-99","2:47:35","2"
165.0816667,-74.66166667,"c026","13-Feb-99","4:31:47","2"
159.7383333,-73.75,"c026","13-Feb-99","12:47:00","B"
165.4666667,-74.78166667,"c026","14-Feb-99","2:34:38","0"
169.6433333,-72.91166667,"c026","14-Feb-99","11:34:38","B"
165.1266667,-74.78166667,"c026","15-Feb-99","14:10:28","A"
165.2183333,-74.835,"c026","15-Feb-99","14:34:38","A"
166.0466667,-74.86666667,"c026","15-Feb-99","15:47:13","A"
165.3866667,-74.825,"c026","16-Feb-99","2:11:47","B"
166.8416667,-75.075,"c026","17-Feb-99","15:24:45","B"
165.5016667,-74.77666667,"c026","17-Feb-99","12:12:22","B"
166.0333333,-74.70833333,"c026","18-Feb-99","15:09:50","B"
166.1566667,-74.69833333,"c026","18-Feb-99","16:47:55","A"
165.7483333,-74.695,"c026","18-Feb-99","11:57:19","B"
167.2933333,-74.69,"c026","19-Feb-99","13:02:19","B"
167.0333333,-74.63166667,"c026","19-Feb-99","14:47:27","B"
167.6433333,-74.46333333,"c026","19-Feb-99","23:08:02","1"
166.5616667,-74.68166667,"c026","19-Feb-99","3:19:06","B"
166.8866667,-74.59166667,"c026","19-Feb-99","11:43:36","0"
168.1133333,-74.415,"c026","20-Feb-99","14:23:04","B"
166.555,-73.63166667,"c026","20-Feb-99","14:49:33","B"
167.6466667,-74.45333333,"c026","20-Feb-99","1:24:10","B"
167.5716667,-74.42,"c026","20-Feb-99","3:09:29","1"
167.5216667,-74.40666667,"c026","20-Feb-99","4:50:23","2"
168.5966667,-74.12166667,"c026","21-Feb-99","3:01:46","B"
171.32,-74.34833333,"c026","21-Feb-99","4:35:49","B"
169.525,-73.57333333,"c026","22-Feb-99","12:50:16","A"
169.7483333,-73.64166667,"c026","22-Feb-99","15:18:09","B"
172.1116667,-73.57333333,"c026","23-Feb-99","12:34:52","B"
170.5466667,-73.40333333,"c026","23-Feb-99","13:18:20","B"
167.5966667,-72.33,"c026","23-Feb-99","14:15:58","B"
170.6366667,-72.73166667,"c026","23-Feb-99","16:41:59","B"
170.19,-73.50166667,"c026","23-Feb-99","11:04:59","B"
172.9366667,-73.77,"c026","24-Feb-99","14:13:16","B"
172.5633333,-73.76833333,"c026","24-Feb-99","16:09:45","B"
171.11,-73.39666667,"c026","24-Feb-99","4:11:38","B"
169.1266667,-73.85666667,"c026","24-Feb-99","11:21:12","B"
173.1466667,-74.04666667,"c026","25-Feb-99","13:56:09","B"
172.08,-74.15166667,"c026","25-Feb-99","15:43:58","B"
172.6366667,-74.09,"c026","25-Feb-99","3:50:01","B"
174.51,-74.165,"c026","26-Feb-99","13:44:54","B"
173.865,-74.23166667,"c026","26-Feb-99","15:31:29","0"
173.9816667,-74.53833333,"c026","27-Feb-99","3:37:40","B"
175.7083333,-75.64333333,"c026","1-Mar-99","12:43:58","A"
175.56,-75.69833333,"c026","1-Mar-99","14:26:34","A"
175.55,-75.80833333,"c026","1-Mar-99","23:33:10","B"
177.845,-76.24833333,"c026","2-Mar-99","12:59:27","B"
175.8666667,-75.82166667,"c026","2-Mar-99","15:43:03","A"
175.3666667,-76.31166667,"c026","2-Mar-99","23:21:21","0"
175.7533333,-75.90666667,"c026","2-Mar-99","4:32:29","B"
175.8483333,-76.085,"c026","3-Mar-99","0:10:34","B"
175.765,-75.98833333,"c026","4-Mar-99","14:58:10","0"
175.4016667,-75.89666667,"c026","4-Mar-99","23:21:53","0"
176.1133333,-76.03,"c026","4-Mar-99","10:59:45","A"
176.3783333,-75.80666667,"c026","4-Mar-99","11:37:02","B"
175.6266667,-75.94333333,"c026","5-Mar-99","12:56:47","A"
174.595,-76.05666667,"c026","6-Mar-99","13:56:49","B"
176.0533333,-76.16166667,"c026","6-Mar-99","15:43:20","B"
175.5516667,-75.81166667,"c026","6-Mar-99","0:39:54","B"
177.935,-75.92333333,"c026","7-Mar-99","0:16:15","A"
177.8966667,-76.45,"c026","7-Mar-99","3:36:59","B"
175.7583333,-76.055,"c026","8-Mar-99","13:30:48","B"
175.4483333,-76.07666667,"c026","8-Mar-99","15:17:34","A"
177.5933333,-76.085,"c026","8-Mar-99","16:55:09","B"
176.0783333,-76.02666667,"c026","8-Mar-99","0:04:05","B"
175.73,-76.04666667,"c026","8-Mar-99","3:30:54","2"
174.3533333,-76.36166667,"c026","9-Mar-99","14:50:47","B"
174.585,-76.22666667,"c026","9-Mar-99","16:27:23","A"
173.3483333,-76.27166667,"c026","9-Mar-99","23:41:24","A"
173.89,-76.29166667,"c026","10-Mar-99","16:36:48","1"
176.8183333,-76.42833333,"c026","10-Mar-99","4:19:21","A"
171.8216667,-75.94833333,"c026","10-Mar-99","4:43:58","B"
173.8966667,-76.23833333,"c026","10-Mar-99","11:32:10","B"
174.0633333,-76.32833333,"c026","11-Mar-99","16:26:13","B"
173.7283333,-76.31166667,"c026","11-Mar-99","1:13:52","1"
173.4683333,-76.28333333,"c026","11-Mar-99","2:57:06","B"
173.8333333,-76.27833333,"c026","12-Mar-99","15:22:51","0"
173.9866667,-76.27666667,"c026","12-Mar-99","2:44:19","A"
179.2116667,-77.01833333,"c026","12-Mar-99","11:04:41","B"
173.9916667,-76.27666667,"c026","13-Mar-99","0:48:24","B"
174.9083333,-76.37666667,"c026","13-Mar-99","4:12:15","B"
174.2633333,-76.32333333,"c026","14-Mar-99","12:56:21","B"
174.1766667,-76.26666667,"c026","14-Mar-99","14:12:17","0"
174.315,-76.27833333,"c026","14-Mar-99","14:37:47","A"
174.3466667,-76.33666667,"c026","14-Mar-99","15:48:51","0"
170.8483333,-75.85166667,"c026","14-Mar-99","16:12:54","B"
174.18,-76.26166667,"c026","14-Mar-99","23:02:36","0"
173.9166667,-76.27666667,"c026","14-Mar-99","4:06:10","1"
174.2833333,-76.365,"c026","15-Mar-99","13:55:19","A"
174.325,-76.35333333,"c026","15-Mar-99","14:17:18","0"
174.995,-76.39666667,"c026","15-Mar-99","15:36:17","B"
173.9383333,-76.19166667,"c026","15-Mar-99","15:53:20","B"
173.405,-75.97333333,"c026","15-Mar-99","0:31:10","A"
173.9816667,-76.21166667,"c026","15-Mar-99","2:25:47","B"
174.4983333,-76.28333333,"c026","15-Mar-99","3:57:44","B"
174.2,-76.53166667,"c026","16-Mar-99","13:58:14","0"
174.3166667,-76.54,"c026","16-Mar-99","15:33:15","1"
174.335,-76.45166667,"c026","16-Mar-99","1:59:23","B"
176.5883333,-77.11166667,"c026","16-Mar-99","12:07:41","B"
173.53,-76.76833333,"c026","17-Mar-99","13:35:49","B"
174.42,-76.46833333,"c026","17-Mar-99","15:19:28","1"
174.7266667,-76.47666667,"c026","17-Mar-99","3:33:11","A"
174.6333333,-76.44666667,"c026","18-Mar-99","4:44:33","0"
173.8816667,-76.53333333,"c026","18-Mar-99","11:29:17","0"
172.2166667,-76.79166667,"c026","19-Mar-99","4:54:55","0"
172.6133333,-76.21333333,"c026","20-Mar-99","12:30:42","B"
174.0083333,-75.96833333,"c026","20-Mar-99","14:06:21","B"
173.3283333,-75.92166667,"c026","20-Mar-99","16:26:32","A"
173.16,-76.46166667,"c026","20-Mar-99","3:01:21","B"
174.1316667,-76.17666667,"c026","20-Mar-99","3:57:11","B"
174.0216667,-76.00666667,"c026","20-Mar-99","11:20:24","B"
174.0966667,-75.97333333,"c026","21-Mar-99","13:42:08","A"
174.1883333,-76.02166667,"c026","21-Mar-99","15:17:46","B"
174.5433333,-76.01166667,"c026","21-Mar-99","16:11:12","B"
173.5333333,-76.04,"c026","21-Mar-99","3:35:22","A"
174.1233333,-76.29333333,"c026","21-Mar-99","11:13:17","0"
174.1783333,-76.02333333,"c026","21-Mar-99","12:08:00","B"
175.1266667,-75.76666667,"c026","22-Mar-99","14:22:48","B"
174.9883333,-75.92833333,"c026","22-Mar-99","4:16:39","A"
175.8783333,-75.935,"c026","23-Mar-99","12:26:32","0"
175.435,-76.35166667,"c026","23-Mar-99","14:42:21","0"
175.625,-75.90833333,"c026","23-Mar-99","15:50:02","B"
175.9333333,-76.11666667,"c026","24-Mar-99","3:56:01","A"
174.0516667,-75.92166667,"c026","25-Mar-99","13:55:21","A"
173.8083333,-75.90333333,"c026","25-Mar-99","15:29:31","B"
174.3316667,-75.91333333,"c026","25-Mar-99","12:14:26","B"
174.4533333,-75.64833333,"c026","26-Mar-99","13:35:17","A"
174.5116667,-75.62166667,"c026","26-Mar-99","15:15:48","B"
175.2333333,-75.75833333,"c026","27-Mar-99","14:54:58","B"
177.8383333,-75.62666667,"c026","28-Mar-99","14:29:03","A"
176.6683333,-75.63833333,"c026","28-Mar-99","11:12:35","B"
178.985,-75.66666667,"c026","29-Mar-99","12:25:46","B"
179.1516667,-75.60666667,"c026","29-Mar-99","14:07:07","3"
179.145,-75.59833333,"c026","29-Mar-99","14:42:21","2"
179.14,-75.59666667,"c026","29-Mar-99","15:46:55","2"
181.28,-75.60833333,"c026","30-Mar-99","14:32:12","B"
181.2933333,-75.085,"c026","30-Mar-99","15:28:53","B"
189.9916667,-76.67333333,"c026","30-Mar-99","11:03:44","B"
182.6116667,-75.64666667,"c026","31-Mar-99","12:42:55","B"
181.7,-75.49333333,"c026","31-Mar-99","13:23:03","A"
181.5716667,-75.41166667,"c026","31-Mar-99","15:59:34","A"
181.93,-75.48,"c026","31-Mar-99","16:42:31","A"
178.8316667,-75.11333333,"c026","1-Apr-99","12:57:04","B"
179.0816667,-75.01333333,"c026","1-Apr-99","23:06:08","A"
179.0483333,-74.72166667,"c026","2-Apr-99","12:38:54","B"
177.9883333,-74.93666667,"c026","2-Apr-99","0:31:54","B"
179.365,-74.19833333,"c026","3-Apr-99","12:17:40","B"
179.5266667,-74.175,"c026","3-Apr-99","13:57:08","A"
182.6616667,-74.00166667,"c026","4-Apr-99","23:40:38","B"
181.7016667,-73.87833333,"c026","4-Apr-99","3:28:54","B"
182.5883333,-73.77166667,"c026","5-Apr-99","13:13:44","0"
182.52,-73.80333333,"c026","5-Apr-99","14:49:29","0"
182.365,-73.59666667,"c026","6-Apr-99","13:12:48","0"
182.1966667,-73.74833333,"c026","6-Apr-99","3:09:04","B"
182.3466667,-73.685,"c026","6-Apr-99","11:08:30","0"
181.1,-73.51166667,"c026","7-Apr-99","16:26:11","B"
181.2333333,-73.74,"c026","8-Apr-99","12:51:11","0"
181.3216667,-73.73666667,"c026","8-Apr-99","13:45:31","2"
181.2933333,-73.75833333,"c026","8-Apr-99","14:32:39","0"
181.9416667,-73.77166667,"c026","10-Apr-99","12:24:39","B"
179.7016667,-73.67833333,"c026","10-Apr-99","14:39:27","B"
179.7583333,-73.70333333,"c026","10-Apr-99","15:50:18","B"
179.5316667,-72.82666667,"c026","10-Apr-99","23:03:31","A"
179.6133333,-73.76333333,"c026","10-Apr-99","11:21:11","B"
179.0716667,-73.30833333,"c026","11-Apr-99","12:38:00","A"
178.5466667,-73.31333333,"c026","11-Apr-99","15:37:14","A"
179.005,-73.35666667,"c026","11-Apr-99","15:54:45","B"
178.3916667,-72.80333333,"c026","12-Apr-99","13:52:12","B"
178.1466667,-72.62166667,"c026","12-Apr-99","15:29:50","B"
181.9,-72.755,"c026","12-Apr-99","11:58:08","B"
176.4983333,-70.9,"c026","15-Apr-99","16:37:16","A"
175.4733333,-70.285,"c026","16-Apr-99","14:36:46","B"
175.8666667,-70.36,"c026","16-Apr-99","15:45:17","B"
174.6616667,-70.18166667,"c026","17-Apr-99","14:29:04","A"
